imdb_id;original_language;popularity;revenue;runtime;vote_average;vote_count;genres;continent;action;adventure;animation;comedy;crime;documentary;drama;family;fantasy;history;horror;music;mystery;romance;science_fiction;tv_movie;thriller;war;western
tt0009369;en;2.337;8000000.0;71.0;6.7;13.0;['Comedy', 'Drama'];Americas;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0010600;de;4.304;0.0;66.0;7.3;60.0;['Comedy', 'Fantasy'];Europe;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
tt0011439;en;4.77;0.0;90.0;7.3;42.0;['Western', 'Adventure', 'Drama', 'Action', 'Romance'];Americas;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1
tt0011607;sv;2.129;0.0;94.0;7.5;30.0;['Comedy', 'Drama'];Europe;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0011841;en;7.764;4500000.0;145.0;7.0;70.0;['Drama', 'Action', 'Romance'];Americas;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0012349;en;14.972;2500000.0;53.0;8.2;1535.0;['Comedy', 'Drama'];Americas;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0012494;de;7.656;0.0;105.0;7.5;106.0;['Drama', 'Fantasy', 'Thriller'];Europe;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
tt0012532;en;8.308;0.0;150.0;7.0;59.0;['Drama', 'History', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
tt0013257;sv;13.036;0.0;105.0;7.6;243.0;['Documentary', 'Horror', 'History'];Europe;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
tt0013556;en;3.704;0.0;133.0;6.3;36.0;['Drama', 'Action', 'Romance'];Americas;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0013933;fr;2.723;0.0;87.0;7.2;42.0;['Drama', 'Romance'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0014109;sv;3.004;0.0;183.0;6.6;21.0;['Drama', 'Romance'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0014142;en;7.912;0.0;113.0;6.5;76.0;['Romance', 'Drama', 'Horror'];Americas;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
tt0014341;en;9.07;0.0;73.0;7.5;186.0;['Comedy', 'Romance', 'Western'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
tt0014358;en;8.302;0.0;47.0;6.8;92.0;['Comedy'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tt0014538;en;8.296;0.0;64.0;7.0;77.0;['Drama', 'Comedy'];Americas;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0014611;en;2.757;0.0;60.0;6.7;26.0;['Adventure', 'Comedy', 'Romance'];Americas;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0014945;en;3.318;1550000.0;80.0;7.0;47.0;['Comedy', 'Romance', 'Action'];Americas;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0015064;de;10.291;0.0;90.0;7.8;216.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0015163;en;7.387;0.0;65.0;7.3;152.0;['Action', 'Comedy', 'Romance'];Americas;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0015224;en;4.778;0.0;105.0;7.2;30.0;['Family', 'Adventure', 'Fantasy'];Americas;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tt0015361;ru;7.127;0.0;89.0;7.3;147.0;['Drama'];World;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0015400;en;10.735;1490419.0;149.0;7.4;101.0;['Romance', 'Adventure', 'Fantasy'];Americas;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
tt0015841;en;8.241;0.0;76.0;7.0;79.0;['Comedy', 'Family', 'Romance'];Americas;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
tt0015842;de;2.673;0.0;150.0;6.8;32.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0015864;en;20.991;4000000.0;89.0;8.0;1166.0;['Adventure', 'Comedy', 'Drama'];Americas;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0015881;en;8.893;274827.0;140.0;7.6;126.0;['Drama', 'Crime'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0016029;en;3.429;0.0;80.0;6.6;21.0;['Comedy', 'Family', 'Music'];Americas;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
tt0016220;en;15.823;0.0;101.0;7.2;241.0;['Drama', 'Horror'];Americas;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
tt0016544;en;3.994;0.0;81.0;5.5;30.0;['Comedy', 'Family', 'Fantasy'];Americas;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tt0016630;en;6.86;0.0;77.0;6.9;56.0;['Comedy'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tt0016641;en;7.121;9000000.0;143.0;7.3;69.0;['Adventure', 'Drama', 'Romance'];Europe;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0016847;de;7.362;0.0;116.0;7.9;243.0;['Drama', 'Fantasy', 'Horror'];Europe;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
tt0017048;ja;7.6;0.0;71.0;7.4;82.0;['Horror', 'Drama'];Asia;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
tt0017271;ru;2.542;0.0;80.0;6.9;23.0;['Western', 'Drama'];World;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
tt0017350;en;2.758;0.0;115.0;7.1;21.0;['Drama'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0017463;en;2.526;0.0;92.0;6.9;30.0;['Romance', 'Western'];Americas;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
tt0017925;en;13.247;1000000.0;79.0;8.1;848.0;['Action', 'Adventure', 'Comedy', 'Drama', 'War'];Americas;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
tt0017961;ru;1.537;0.0;95.0;5.6;23.0;['Comedy'];World;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tt0018054;en;5.108;0.0;155.0;6.1;29.0;['Drama', 'History'];Americas;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
tt0018066;ru;5.442;0.0;80.0;7.2;20.0;['Drama'];World;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0018192;fr;10.458;39448.0;333.0;7.7;114.0;['Drama', 'History', 'War'];Europe;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
tt0018379;en;6.392;0.0;110.0;7.6;62.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0018451;en;1.518;0.0;106.0;7.1;20.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0018526;en;5.482;0.0;87.0;7.2;51.0;['Drama', 'Crime'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0018528;en;5.565;0.0;50.0;7.7;112.0;['Drama', 'Horror', 'Romance', 'Thriller'];Americas;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0
tt0018578;en;9.669;3600000.0;141.0;7.2;183.0;['Drama', 'Action', 'War', 'Romance'];Americas;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
tt0018684;en;3.094;0.0;82.0;7.0;29.0;['Adventure', 'Drama'];Americas;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0018742;en;8.079;0.0;76.0;8.0;257.0;['Comedy', 'Romance', 'Drama', 'Family'];Americas;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
tt0018773;en;13.48;0.0;72.0;8.0;557.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0018806;en;5.251;0.0;98.0;7.7;129.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0019109;en;4.546;0.0;70.0;7.3;49.0;['Comedy', 'Drama', 'Romance'];Americas;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0019379;en;3.542;0.0;83.0;7.4;30.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0019412;en;5.618;0.0;85.0;7.4;62.0;['Comedy', 'Family'];Americas;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tt0019429;en;4.232;0.0;102.0;7.1;37.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0019655;de;2.114;0.0;93.0;7.2;35.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0019788;en;3.262;0.0;76.0;5.6;16.0;['Drama'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0020018;en;3.873;0.0;95.0;5.3;16.0;['Action', 'Western'];Americas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
tt0020122;en;2.946;0.0;99.0;7.6;29.0;['Romance', 'Drama'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0020298;en;3.815;0.0;101.0;6.5;37.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0020768;en;4.772;0.0;88.0;7.4;61.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0020793;en;2.749;0.0;88.0;7.1;23.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0021015;en;5.324;0.0;94.0;4.5;30.0;['Drama', 'Comedy'];Europe;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0021309;fr;3.199;2094.0;65.0;6.9;36.0;['Animation', 'Comedy', 'Family', 'Fantasy'];Europe;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tt0021409;fr;3.789;0.0;92.0;6.8;40.0;['Music', 'Comedy', 'Drama', 'Romance'];Europe;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
tt0021739;fr;7.403;0.0;91.0;7.3;72.0;['Drama', 'Crime'];Europe;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0021884;en;15.371;12000000.0;71.0;7.5;1113.0;['Drama', 'Horror', 'Science Fiction'];Americas;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
tt0022100;de;15.357;0.0;117.0;8.1;1556.0;['Drama', 'Action', 'Thriller', 'Crime'];Europe;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
tt0022125;fr;4.446;0.0;121.0;7.1;57.0;['Comedy', 'Drama', 'Romance'];Europe;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0022395;en;5.496;0.0;82.0;5.3;54.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0022436;en;2.009;0.0;78.0;6.7;21.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0022458;en;9.854;0.0;86.0;7.2;109.0;['Adventure', 'Drama', 'Romance'];Americas;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0022485;ja;2.383;0.0;91.0;6.7;29.0;['Comedy', 'Drama'];Asia;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0022550;en;7.483;0.0;81.0;7.4;29.0;['Drama', 'Romance', 'War'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
tt0022599;fr;5.896;0.0;95.0;7.2;65.0;['Comedy', 'Music'];Europe;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
tt0022626;en;3.373;0.0;73.0;7.1;27.0;['Drama', 'Crime'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0022787;fr;4.973;0.0;110.0;7.2;28.0;['Drama', 'War'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
tt0022802;en;2.088;0.0;75.0;9.0;2.0;['Comedy'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tt0022913;en;14.488;0.0;62.0;7.8;857.0;['Drama', 'Horror'];Americas;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
tt0023293;en;7.779;0.0;72.0;6.9;169.0;['Comedy', 'Horror'];Americas;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
tt0023303;en;3.614;0.0;80.0;6.9;40.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0023395;en;6.489;0.0;83.0;5.3;62.0;['Comedy', 'Romance', 'Drama'];Europe;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0023622;en;7.036;0.0;83.0;7.6;187.0;['Comedy', 'Crime', 'Romance'];Americas;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0023634;ja;8.904;0.0;91.0;7.6;76.0;['Comedy', 'Drama'];Asia;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0023649;de;9.947;0.0;74.0;7.5;346.0;['Horror', 'Fantasy'];Europe;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
tt0023686;en;3.85;0.0;88.0;6.7;24.0;['Drama'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0023871;pt;3.574;0.0;85.0;8.4;28.0;['Music', 'Comedy'];Europe;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
tt0023876;en;8.702;7630000.0;110.0;5.6;69.0;['Drama', 'War'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
tt0023937;ja;2.963;0.0;100.0;6.6;16.0;['Comedy', 'Drama'];Asia;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0023943;en;4.665;0.0;90.0;6.9;52.0;['Comedy', 'Music'];Americas;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
tt0023969;en;13.199;0.0;69.0;7.4;566.0;['Comedy', 'War'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
tt0023973;en;2.764;0.0;73.0;6.7;14.0;['War', 'Drama', 'Action'];Americas;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
tt0023986;en;2.771;0.0;75.0;6.7;13.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0024127;de;1.55;0.0;91.0;5.5;10.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0024183;en;1.845;0.0;68.0;5.7;11.0;['Comedy'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tt0024184;en;15.344;0.0;71.0;7.5;558.0;['Horror', 'Science Fiction'];Americas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
tt0024188;en;9.297;0.0;70.0;7.0;156.0;['Adventure', 'Horror', 'Science Fiction'];Americas;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
tt0024216;en;26.38;10000000.0;104.0;7.6;1061.0;['Adventure', 'Horror', 'Science Fiction'];Americas;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
tt0024264;en;8.191;2100000.0;115.0;6.7;93.0;['Drama', 'Family'];Americas;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
tt0024481;en;9.396;2610000.0;99.0;7.0;83.0;['Drama', 'History', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
tt0024593;en;7.237;0.0;70.0;5.4;78.0;['Adventure', 'Action', 'Horror'];Americas;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
tt0024617;en;4.066;0.0;71.0;6.6;29.0;['Crime', 'Drama'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0024844;fr;9.946;0.0;89.0;7.6;302.0;['Romance', 'Drama', 'Comedy'];Europe;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0024852;en;8.592;0.0;73.0;6.7;95.0;['Comedy', 'Family', 'Fantasy'];Americas;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tt0024902;en;4.411;0.0;59.0;4.9;27.0;['Action', 'Western'];Americas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
tt0024966;ru;3.147;0.0;93.0;6.3;17.0;['Drama', 'History', 'War'];World;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
tt0025028;en;4.776;0.0;91.0;6.0;21.0;['Romance', 'Music', 'Comedy'];Americas;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
tt0025164;en;6.966;0.0;107.0;7.1;80.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0025318;en;8.184;0.0;68.0;6.4;66.0;['Comedy'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tt0025410;en;1.992;0.0;80.0;6.3;12.0;['Drama', 'Family', 'Comedy'];Americas;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
tt0025440;en;2.407;0.0;61.0;4.7;20.0;['Western'];Americas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
tt0025455;en;3.276;0.0;55.0;4.9;16.0;['Action', 'Adventure', 'Drama', 'Western'];Americas;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
tt0025464;en;4.117;0.0;93.0;6.9;48.0;['Crime', 'Drama', 'Romance'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0025898;fr;4.575;0.0;84.0;7.0;43.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0025913;de;12.236;0.0;114.0;7.2;184.0;['Documentary', 'History'];Europe;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
tt0026029;en;15.619;0.0;86.0;7.4;696.0;['Mystery', 'Thriller'];Europe;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
tt0026104;en;2.71;0.0;84.0;5.8;12.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0026267;en;5.156;0.0;52.0;4.8;21.0;['Action', 'Western'];Americas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
tt0026424;en;2.234;0.0;98.0;7.0;21.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0026529;en;8.106;950000.0;91.0;6.8;67.0;['Crime', 'Drama'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0027075;en;6.853;0.0;128.0;6.8;44.0;['Drama', 'Action', 'Romance', 'History'];Americas;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
tt0027118;ja;2.103;0.0;80.0;6.8;16.0;['Drama'];Asia;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0027214;en;2.463;0.0;93.0;6.8;28.0;['Comedy', 'Crime', 'Drama'];Americas;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0027438;en;8.678;2736000.0;111.0;6.7;50.0;['Drama', 'Adventure', 'War'];Americas;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
tt0027441;en;1.912;0.0;70.0;7.4;15.0;['Mystery', 'Comedy', 'Thriller', 'Crime'];Americas;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
tt0027478;fr;5.057;0.0;80.0;7.0;54.0;['Drama', 'Crime', 'Comedy'];Europe;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0027532;en;7.753;0.0;101.0;7.2;91.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0027652;en;7.184;1300000.0;92.0;7.5;139.0;['Crime', 'Drama', 'Thriller'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
tt0027914;en;1.88;0.0;80.0;6.8;6.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0027977;en;19.992;0.0;87.0;8.3;2876.0;['Comedy', 'Drama'];Americas;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0028021;ja;7.624;0.0;71.0;6.5;36.0;['Drama'];Asia;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0028070;en;8.44;0.0;73.0;7.1;72.0;['Comedy'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tt0028096;en;10.745;0.0;82.0;7.1;140.0;['Crime', 'Drama', 'Romance', 'Thriller'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0
tt0028141;en;3.167;0.0;97.0;7.1;37.0;['Drama', 'History'];Americas;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
tt0028212;en;6.907;0.0;77.0;6.7;220.0;['Drama', 'Thriller'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
tt0028216;en;6.768;5273000.0;115.0;7.0;43.0;['Drama', 'Music', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
tt0028249;en;3.944;0.0;113.0;6.6;29.0;['Music', 'Comedy', 'Drama'];Americas;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
tt0028315;en;2.934;0.0;87.0;6.6;17.0;['Music', 'Adventure', 'Family'];Americas;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
tt0028333;en;7.943;2600000.0;103.0;6.9;163.0;['Comedy', 'Music', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
tt0028346;en;6.313;0.0;66.0;4.1;78.0;['Crime', 'Drama'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0028355;en;4.248;0.0;94.0;6.5;25.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0028575;en;3.783;0.0;91.0;6.9;41.0;['Comedy', 'Drama', 'Romance'];Americas;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0028683;en;10.363;0.0;109.0;7.2;86.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0028708;en;2.918;0.0;71.0;6.9;15.0;['Action', 'Mystery', 'Thriller'];Americas;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
tt0028772;en;8.482;0.0;111.0;7.2;143.0;['Comedy', 'Music'];Americas;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
tt0028773;en;5.75;0.0;93.0;7.1;73.0;['Crime', 'Drama'];Americas;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0028816;en;6.103;0.0;88.0;7.1;43.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0028944;en;4.054;0.0;139.0;6.4;45.0;['Drama', 'History', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
tt0029146;en;10.318;0.0;116.0;6.6;79.0;['Drama', 'History'];Americas;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
tt0029192;en;7.341;0.0;92.0;7.6;130.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0029284;en;7.025;2057000.0;88.0;7.1;102.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0029310;en;2.046;1015000.0;116.0;7.4;27.0;['Drama', 'Mystery', 'Thriller'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
tt0029314;ja;4.768;0.0;86.0;7.9;32.0;['Drama', 'History'];Asia;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
tt0029440;en;6.32;0.0;118.0;6.8;26.0;['Adventure', 'Drama', 'Family', 'Fantasy'];Americas;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
tt0029442;en;6.322;0.0;101.0;7.7;32.0;['Adventure', 'Drama', 'Romance'];Americas;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0029608;en;5.825;0.0;106.0;6.9;58.0;['Drama', 'Romance'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
tt0029658;en;2.834;0.0;95.0;5.1;14.0;['Drama', 'Mystery'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
tt0029747;en;8.626;0.0;64.0;7.3;148.0;['Action', 'Comedy', 'Family', 'Western'];Americas;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
tt0029844;en;6.444;0.0;91.0;6.5;31.0;['Family', 'Adventure'];Americas;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tt0029850;ru;6.441;0.0;109.0;7.2;138.0;['Drama', 'History', 'War'];World;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
tt0029942;en;9.381;0.0;96.0;6.7;58.0;['Drama'];Americas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0029947;en;10.675;0.0;102.0;7.6;717.0;['Comedy', 'Romance'];Americas;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
tt0029957;fr;6.346;0.0;100.0;7.2;123.0;['Drama', 'Crime'];Europe;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
tt0029995;en;5.771;0.0;110.0;6.4;22.0;['Drama'];Europe;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
